,time,Ftot,Fsum,FadvA,FadvB,Fadv,Fdiffus,shorten,angle,drho,bottom
0,1.02264079148,-20903236731.7,-20217121686.9,-4848847485.33,-1607433664.9,-6799338672.61,-13760840536.7,10.1074961948,30.0,19.0,0.0
1,1.03453196347,-26732988913.7,-25700589866.9,-7260473714.1,-2316577099.77,-10264779098.4,-16123539053.1,10.2264079148,30.0,19.0,0.0
2,1.04642313546,-31738313671.7,-30358041435.1,-9665740000.0,-3017556797.11,-13717297057.7,-17674744638.0,10.3453196347,30.0,19.0,0.0
3,1.05831430746,-36176518728.2,-34446795587.9,-12064665156.9,-3717368261.98,-17163895119.4,-18664762169.0,10.4642313546,30.0,19.0,0.0
4,1.07020547945,-40225540256.9,-38144800384.0,-14457268385.3,-4420770319.19,-20609339491.2,-19266761679.5,10.5831430746,30.0,19.0,0.0
5,1.08209665145,-44007110069.6,-41573799976.0,-16843569309.4,-5130975737.91,-24056850487.4,-19599254928.7,10.7020547945,30.0,19.0,0.0
6,1.09398782344,-47604283912.9,-44816862905.1,-19223587969.2,-5850140355.41,-27508591548.6,-19743134580.5,10.8209665145,30.0,19.0,0.0
7,1.10587899543,-51073701797.3,-47930642401.8,-21597344785.9,-6579699433.19,-30966005528.8,-19753598182.7,10.9398782344,30.0,19.0,0.0
8,1.11777016743,-54454000629.5,-50953788973.2,-23964860511.3,-7320597295.51,-34430044289.9,-19668331166.3,11.0587899543,30.0,19.0,0.0
9,1.12966133942,-57771554988.2,-53912691126.2,-26326156171.1,-8073443819.44,-37901325163.1,-19513091135.7,11.1777016743,30.0,19.0,0.0
10,1.14155251142,-61044387823.0,-56825386010.1,-28681253004.4,-8838621032.1,-41380237529.2,-19305511973.6,11.2966133942,30.0,19.0,0.0
11,1.15344368341,-64284832983.4,-59704221889.6,-31030172405.4,-9616355721.96,-44867015420.5,-19057693762.3,11.4155251142,30.0,19.0,0.0
12,1.1653348554,-67501347685.1,-62557670556.6,-33372935866.6,-10406768907.0,-48361786984.4,-18777965783.0,11.5344368341,30.0,19.0,0.0
13,1.1772260274,-70699746331.3,-65391561100.8,-35709564927.1,-11209909543.6,-51864608191.3,-18472086630.1,11.653348554,30.0,19.0,0.0
14,1.18911719939,-73884040507.5,-68209919857.5,-38040081124.5,-12025777504.3,-55375485814.1,-18144061228.7,11.772260274,30.0,19.0,0.0
15,1.20100837139,-77057010941.6,-71015542324.8,-40364505952.0,-12854339246.6,-58894393099.7,-17796697126.2,11.8911719939,30.0,19.0,0.0
16,1.21289954338,-80220597034.5,-73810382654.9,-42682860819.6,-13695538504.0,-62421280463.9,-17431983331.3,12.0100837139,30.0,19.0,0.0
17,1.22479071537,-83376162216.9,-76595818976.2,-44995167020.3,-14549303585.6,-65956082796.4,-17051348370.3,12.1289954338,30.0,19.0,0.0
18,1.23668188737,-86524674777.0,-79372834190.1,-47301445700.5,-15415552365.7,-69498724454.9,-16655836124.0,12.2479071537,30.0,19.0,0.0
19,1.24857305936,-89666831140.8,-82142139224.3,-49601717833.9,-16294195698.0,-73049122684.5,-16246225692.4,12.3668188737,30.0,19.0,0.0
20,1.26046423135,-92803139969.3,-84904257105.4,-51896004199.6,-17185139757.0,-76607189964.9,-15823113148.7,12.4857305936,30.0,19.0,0.0
21,1.27235540335,-95933979571.1,-87659580351.1,-54184325363.5,-18088287646.2,-80172835623.8,-15386967341.4,12.6046423135,30.0,19.0,0.0
22,1.28424657534,-99059637140.6,-90408410190.6,-56466701662.2,-19003540507.1,-83745966951.4,-14938168021.3,12.7235540335,30.0,19.0,0.0
23,1.29613774734,-1.02180335614e+11,-93150983404.8,-58743153190.2,-19930798287.0,-87326489972.8,-14477031927.6,12.8424657534,30.0,19.0,0.0
24,1.30802891933,-1.05296252086e+11,-95887490730.5,-61013699789.7,-20869960272.2,-90914309987.5,-14003830668.6,12.9613774734,30.0,19.0,0.0
25,1.31992009132,-1.08407530474e+11,-98618089513.3,-63278361042.1,-21820925462.9,-94509331948.0,-13518803008.4,13.0802891933,30.0,19.0,0.0
26,1.33181126332,-1.11514290256e+11,-1.01342912438e+11,-65537156261.8,-22783592836.6,-98111460728.9,-13022163340.0,13.1992009132,30.0,19.0,0.0
27,1.34370243531,-1.14616632535e+11,-1.04062073583e+11,-67790104492.0,-23757861537.5,-1.01720601321e+11,-12514107553.5,13.3181126332,30.0,19.0,0.0
28,1.35559360731,-1.17714644261e+11,-1.06775672641e+11,-70037224501.7,-24743631012.4,-1.0533665897e+11,-11994817126.9,13.4370243531,30.0,19.0,0.0
29,1.3674847793,-1.20808401216e+11,-1.09483797895e+11,-72278534784.0,-25740801111.5,-1.08959539284e+11,-11464461999.8,13.5559360731,30.0,19.0,0.0
30,1.37937595129,-1.23897970126e+11,-1.12186528333e+11,-74514053556.7,-26749272162.8,-1.1258914831e+11,-10923202613.9,13.674847793,30.0,19.0,0.0
31,1.39126712329,-1.26983410195e+11,-1.14883935174e+11,-76743798762.2,-27768945029.2,-1.16225392597e+11,-10371191382.3,13.7937595129,30.0,19.0,0.0
32,1.40315829528,-1.30064774219e+11,-1.17576082987e+11,-78967788070.1,-28799721153.3,-1.19868179242e+11,-9808573763.5,13.9126712329,30.0,19.0,0.0
33,1.41504946728,-1.33142109435e+11,-1.20263030535e+11,-81186038879.4,-29841502591.8,-1.2351741593e+11,-9235489063.99,14.0315829528,30.0,19.0,0.0
34,1.42694063927,-1.36215458156e+11,-1.22944831418e+11,-83398568322.4,-30894192044.5,-1.27173010965e+11,-8652071051.11,14.1504946728,30.0,19.0,0.0
35,1.43883181126,-1.39284858284e+11,-1.25621534578e+11,-85605393268.0,-31957692877.1,-1.30834873297e+11,-8058448433.32,14.2694063927,30.0,19.0,0.0
36,1.45072298326,-1.42350343714e+11,-1.28293184715e+11,-87806530326.9,-33031909141.2,-1.34502912544e+11,-7454745246.84,14.3883181126,30.0,19.0,0.0
37,1.46261415525,-1.45411944675e+11,-1.30959822621e+11,-90001995856.1,-34116745589.9,-1.38177039011e+11,-6841081175.18,14.5072298326,30.0,19.0,0.0
38,1.47450532725,-1.48469688014e+11,-1.33621485477e+11,-92191805964.7,-35212107692.7,-1.41857163708e+11,-6217571820.1,14.6261415525,30.0,19.0,0.0
39,1.48639649924,-1.51523597448e+11,-1.36278207102e+11,-94375976519.0,-36317901646.8,-1.45543198364e+11,-5584328936.57,14.7450532725,30.0,19.0,0.0
40,1.49828767123,-1.54573693783e+11,-1.38930018177e+11,-96554523148.7,-37434034387.6,-1.49235055439e+11,-4941460640.5,14.8639649924,30.0,19.0,0.0
41,1.51017884323,-1.57619995111e+11,-1.41576946446e+11,-98727461253.1,-38560413597.6,-1.52932648135e+11,-4289071595.54,14.9828767123,30.0,19.0,0.0
42,1.52207001522,-1.6066251699e+11,-1.44219016904e+11,-1.00894806007e+11,-39696947714.0,-1.56635890406e+11,-3627263183.14,15.1017884323,30.0,19.0,0.0
43,1.53396118721,-1.63701272608e+11,-1.46856251961e+11,-1.03056572367e+11,-40843545934.7,-1.60344696968e+11,-2956133659.06,15.2207001522,30.0,19.0,0.0
44,1.54585235921,-1.66736272936e+11,-1.49488671601e+11,-1.05212775078e+11,-42000118224.4,-1.64058983303e+11,-2275778298.48,15.3396118721,30.0,19.0,0.0
