,time,Ftot,Fsum,FadvA,FadvB,Fdiffus,shorten,angle,drho,bottom
0,0.249714611872,-1.12842091373e+11,-1.08573651689e+11,-92606734579.3,-4297880207.38,-11669036902.1,14.2694063927,30.0,27.0,0.0
1,0.368626331811,-2.71120074202e+11,-2.59769659421e+11,-2.08294409342e+11,-41653500974.5,-9821749104.29,21.404109589,30.0,27.0,0.0
2,0.48753805175,-4.07496544475e+11,-3.88317253044e+11,-3.06978744407e+11,-83774513265.8,2436004628.94,28.5388127854,30.0,27.0,0.0
3,0.606449771689,-5.45179846559e+11,-5.17668517091e+11,-3.90611112831e+11,-1.30450189902e+11,3392785642.05,35.6735159817,30.0,27.0,0.0
4,0.725361491629,-6.75543557443e+11,-6.39356133537e+11,-4.60896032343e+11,-1.92115903134e+11,13655801940.1,42.8082191781,30.0,27.0,0.0
5,0.844273211568,-7.89507058829e+11,-7.44415970796e+11,-5.19391728687e+11,-2.6695899202e+11,41934749911.3,49.9429223744,30.0,27.0,0.0
6,0.963184931507,-9.09172747336e+11,-8.55041943128e+11,-5.67562952629e+11,-3.42836536296e+11,55357545797.3,57.0776255708,30.0,27.0,0.0
7,1.08209665145,-1.02261085979e+12,-9.59379000001e+11,-6.06805666114e+11,-4.3030946887e+11,77736134983.0,64.2123287671,30.0,27.0,0.0
8,1.20100837139,-1.12813977634e+12,-1.05580699328e+12,-6.38449660983e+11,-5.26899196719e+11,1.09541864418e+11,71.3470319635,30.0,27.0,0.0
9,1.31992009132,-1.22162533893e+12,-1.14024123455e+12,-6.63746524121e+11,-6.27932146316e+11,1.51437435884e+11,78.4817351598,30.0,27.0,0.0
10,1.43883181126,-1.31895744438e+12,-1.2286094519e+12,-6.83850475847e+11,-7.32585138482e+11,1.87826162425e+11,85.6164383562,30.0,27.0,0.0
11,1.5577435312,-1.40896448182e+12,-1.30976664397e+12,-6.99798062662e+11,-8.43529075352e+11,2.33560494046e+11,92.7511415525,30.0,27.0,0.0
12,1.67665525114,-1.48425965799e+12,-1.37634234187e+12,-7.12491371191e+11,-9.59554338026e+11,2.95703367352e+11,99.8858447489,30.0,27.0,0.0
13,1.79556697108,-1.56459590582e+12,-1.44809707161e+12,-7.22688486909e+11,-1.07444609206e+12,3.49037507364e+11,107.020547945,30.0,27.0,0.0
14,1.91447869102,-1.63868023073e+12,-1.51373869859e+12,-7.31003446938e+11,-1.19349059379e+12,4.10755342136e+11,114.155251142,30.0,27.0,0.0
15,2.03339041096,-1.70516742972e+12,-1.57191827388e+12,-7.37915728869e+11,-1.31573869812e+12,4.81736153105e+11,121.289954338,30.0,27.0,0.0
16,2.1523021309,-1.76160676017e+12,-1.62017863717e+12,-7.4378713694e+11,-1.43862827691e+12,5.62236776674e+11,128.424657534,30.0,27.0,0.0
17,2.27121385084,-1.81989249244e+12,-1.6704064909e+12,-7.48882685684e+11,-1.5621095294e+12,6.40585724185e+11,135.559360731,30.0,27.0,0.0
18,2.39012557078,-1.8723262404e+12,-1.71489576329e+12,-7.53392045057e+11,-1.68831493148e+12,7.26811213246e+11,142.694063927,30.0,27.0,0.0
19,2.50903729072,-1.91347337468e+12,-1.74820460964e+12,-7.57448974989e+11,-1.81691458965e+12,8.26158954991e+11,149.828767123,30.0,27.0,0.0
20,2.62794901065,-1.95821454112e+12,-1.7852071849e+12,-7.61147363953e+11,-1.94367079965e+12,9.19610978703e+11,156.96347032,30.0,27.0,0.0
21,2.74686073059,-1.99787117938e+12,-1.81721920527e+12,-7.64553527913e+11,-2.0731075075e+12,1.02044183014e+12,164.098173516,30.0,27.0,0.0
22,2.86577245053,-2.03202028991e+12,-1.84381264883e+12,-7.6771510683e+11,-2.20486591651e+12,1.12876837451e+12,171.232876712,30.0,27.0,0.0
23,2.98468417047,-2.05899820283e+12,-1.86331941746e+12,-7.70667212079e+11,-2.33725984624e+12,1.24460764086e+12,178.367579909,30.0,27.0,0.0
24,3.10359589041,-2.087702057e+12,-1.88463270722e+12,-7.73436531445e+11,-2.47011259093e+12,1.35891641515e+12,185.502283105,30.0,27.0,0.0
25,3.22250761035,-2.11227809335e+12,-1.90189520801e+12,-7.7604400869e+11,-2.60537312181e+12,1.47952192249e+12,192.636986301,30.0,27.0,0.0
26,3.34141933029,-2.12922308476e+12,-1.91160045975e+12,-7.78506573822e+11,-2.74296853866e+12,1.60987465273e+12,199.771689498,30.0,27.0,0.0
27,3.46033105023,-2.1482512796e+12,-1.92345974006e+12,-7.80838262097e+11,-2.87941941246e+12,1.7367979345e+12,206.906392694,30.0,27.0,0.0
28,3.57924277017,-2.16397273824e+12,-1.93208035922e+12,-7.83050947766e+11,-3.01843264711e+12,1.86940323565e+12,214.04109589,30.0,27.0,0.0
29,3.69815449011,-2.17636006565e+12,-1.93743236187e+12,-7.85154837192e+11,-3.15970646518e+12,2.0074289405e+12,221.175799087,30.0,27.0,0.0
30,3.81706621005,-2.18385955838e+12,-1.9379596503e+12,-7.8715881118e+11,-3.30182145477e+12,2.15102061564e+12,228.310502283,30.0,27.0,0.0
31,3.93597792998,-2.19253324663e+12,-1.9397220081e+12,-7.89070671324e+11,-3.44477995666e+12,2.29412861989e+12,235.445205479,30.0,27.0,0.0
32,4.05488964992,-2.19857791881e+12,-1.93891410985e+12,-7.90897323652e+11,-3.59012531558e+12,2.44210852938e+12,242.579908676,30.0,27.0,0.0
33,4.17380136986,-2.19945916821e+12,-1.93299955548e+12,-7.9264491988e+11,-3.73774692531e+12,2.59739228971e+12,249.714611872,30.0,27.0,0.0
34,4.2927130898,-2.20190066935e+12,-1.92870013612e+12,-7.94318968971e+11,-3.88513952012e+12,2.75075835297e+12,256.849315068,30.0,27.0,0.0
35,4.41162480974,-2.20274852911e+12,-1.92286017621e+12,-7.95924427075e+11,-4.03498674021e+12,2.90805099108e+12,263.984018265,30.0,27.0,0.0
36,4.53053652968,-2.2014137614e+12,-1.91488900017e+12,-7.97465771262e+11,-4.187016246e+12,3.06959301709e+12,271.118721461,30.0,27.0,0.0
37,4.64944824962,-2.19673197835e+12,-1.90362061663e+12,-7.98947060748e+11,-4.34022917952e+12,3.23555562364e+12,278.253424658,30.0,27.0,0.0
38,4.76835996956,-2.1934291129e+12,-1.89377943463e+12,-8.00371988262e+11,-4.49487043999e+12,3.40146299362e+12,285.388127854,30.0,27.0,0.0
39,4.8872716895,-2.18883975182e+12,-1.88269859106e+12,-8.01743923515e+11,-4.6518275047e+12,3.57087283715e+12,292.52283105,30.0,27.0,0.0
40,5.00618340944,-2.18053951765e+12,-1.86795232741e+12,-8.0306595025e+11,-4.8107781017e+12,3.74589172454e+12,299.657534247,30.0,27.0,0.0
41,5.12509512938,-2.17450992394e+12,-1.85552084036e+12,-8.04340898012e+11,-4.9704945415e+12,3.91931459915e+12,306.792237443,30.0,27.0,0.0
42,5.24400684932,-2.16755295669e+12,-1.84220485907e+12,-8.05571369552e+11,-5.1326631375e+12,4.09602964798e+12,313.926940639,30.0,27.0,0.0
43,5.36291856925,-2.15928086612e+12,-1.82761543296e+12,-8.06759764573e+11,-5.29700238148e+12,4.2761467131e+12,321.061643836,30.0,27.0,0.0
44,5.48183028919,-2.14882109643e+12,-1.81087885803e+12,-8.07908300406e+11,-5.4628227324e+12,4.45985217477e+12,328.196347032,30.0,27.0,0.0
45,5.60074200913,-2.14057856644e+12,-1.79639895423e+12,-8.09019030086e+11,-5.63067788242e+12,4.64329795827e+12,335.331050228,30.0,27.0,0.0
46,5.71965372907,-2.13160080413e+12,-1.78122219695e+12,-8.10093858218e+11,-5.80078411245e+12,4.82965577372e+12,342.465753425,30.0,27.0,0.0
47,5.83856544901,-2.11970811816e+12,-1.76316788587e+12,-8.11134554949e+11,-5.97259804717e+12,5.02056471625e+12,349.600456621,30.0,27.0,0.0
48,5.95747716895,-2.11094930473e+12,-1.74828384925e+12,-8.12142768327e+11,-6.14647047615e+12,5.21032939522e+12,356.735159817,30.0,27.0,0.0
49,6.07638888889,-2.10185261473e+12,-1.73309740873e+12,-8.13120035246e+11,-6.32273139397e+12,5.40275402049e+12,363.869863014,30.0,27.0,0.0
50,6.19530060883,-2.09209178067e+12,-1.71728140407e+12,-8.14067791195e+11,-6.50104503056e+12,5.59783141769e+12,371.00456621,30.0,27.0,0.0
51,6.31421232877,-2.08095572035e+12,-1.70012389483e+12,-8.14987378943e+11,-6.68094331859e+12,5.7958068027e+12,378.139269406,30.0,27.0,0.0
52,6.43312404871,-2.07267170223e+12,-1.68585132389e+12,-8.15880056313e+11,-6.86361293936e+12,5.99364167178e+12,385.273972603,30.0,27.0,0.0
53,6.55203576865,-2.06403324943e+12,-1.67125641963e+12,-8.16747003148e+11,-7.04840813032e+12,6.19389871383e+12,392.408675799,30.0,27.0,0.0
54,6.67094748858,-2.0527796963e+12,-1.65407775098e+12,-8.17589327581e+11,-7.23448373292e+12,6.39799530952e+12,399.543378995,30.0,27.0,0.0
55,6.78985920852,-2.04597990982e+12,-1.64138344725e+12,-8.18408071672e+11,-7.42385709705e+12,6.60088172148e+12,406.678082192,30.0,27.0,0.0
56,6.90877092846,-2.03914743163e+12,-1.62868633873e+12,-8.19204216513e+11,-7.61539413353e+12,6.80591201131e+12,413.812785388,30.0,27.0,0.0
57,7.0276826484,-2.03179026857e+12,-1.615493746e+12,-8.19978686834e+11,-7.80876025321e+12,7.01324519404e+12,420.947488584,30.0,27.0,0.0
58,7.14659436834,-2.02354432058e+12,-1.60144090651e+12,-8.2073235519e+11,-8.00384873884e+12,7.22314018752e+12,428.082191781,30.0,27.0,0.0
59,7.26550608828,-2.01888807418e+12,-1.59100566692e+12,-8.21466045762e+11,-8.20244878142e+12,7.43290916026e+12,435.216894977,30.0,27.0,0.0
60,7.38441780822,-2.01418850092e+12,-1.58055438055e+12,-8.22180537816e+11,-8.40300171415e+12,7.64462787141e+12,442.351598174,30.0,27.0,0.0
61,7.50332952816,-2.00683435536e+12,-1.56747520425e+12,-8.22876568858e+11,-8.60430005592e+12,7.85970142053e+12,449.48630137,30.0,27.0,0.0
62,7.6222412481,-2.00512462403e+12,-1.56006654643e+12,-8.23554837519e+11,-8.81025005373e+12,8.07373834482e+12,456.621004566,30.0,27.0,0.0
63,7.74115296804,-2.00348817479e+12,-1.55275671557e+12,-8.24216006192e+11,-9.01819442359e+12,8.28965371422e+12,463.755707763,30.0,27.0,0.0
64,7.86006468798,-2.00140808279e+12,-1.54502824526e+12,-8.24860703451e+11,-9.22777461133e+12,8.50760706952e+12,470.890410959,30.0,27.0,0.0
65,7.97897640791,-1.99882183237e+12,-1.53681809541e+12,-8.2548952627e+11,-9.43918968808e+12,8.72786111895e+12,478.025114155,30.0,27.0,0.0
66,8.09788812785,-2.00079867103e+12,-1.53319500536e+12,-8.26103042063e+11,-9.65487181369e+12,8.94777985039e+12,485.159817352,30.0,27.0,0.0
67,8.21679984779,-2.00264236736e+12,-1.52946225117e+12,-8.26701790566e+11,-9.87225649072e+12,9.16949603012e+12,492.294520548,30.0,27.0,0.0
68,8.33571156773,-2.00157949242e+12,-1.52284592633e+12,-8.27286285566e+11,-1.00898339241e+13,9.39427428336e+12,499.429223744,30.0,27.0,0.0
69,8.45462328767,-2.0074289424e+12,-1.52316446378e+12,-8.27857016505e+11,-1.03134089616e+13,9.61810151432e+12,506.563926941,30.0,27.0,0.0
70,8.57353500761,-2.01332038973e+12,-1.5235470864e+12,-8.28414449953e+11,-1.0538752094e+13,9.84361945755e+12,513.698630137,30.0,27.0,0.0
71,8.69244672755,-2.01883098462e+12,-1.52357050805e+12,-8.28959030981e+11,-1.07655190586e+13,1.00709075816e+13,520.833333333,30.0,27.0,0.0
72,8.81135844749,-2.02414595343e+12,-1.52341953132e+12,-8.29491184427e+11,-1.09941773243e+13,1.03002489774e+13,527.96803653,30.0,27.0,0.0
73,8.93027016743,-2.03467986304e+12,-1.52850831147e+12,-8.30011316073e+11,-1.12277877543e+13,1.05292907589e+13,535.102739726,30.0,27.0,0.0
74,9.04918188737,-2.04496354838e+12,-1.53336728345e+12,-8.30519813737e+11,-1.1462835401e+13,1.07599879313e+13,542.237442922,30.0,27.0,0.0
75,9.16809360731,-2.05194959533e+12,-1.53494864435e+12,-8.31017048291e+11,-1.16974762735e+13,1.09935446774e+13,549.372146119,30.0,27.0,0.0
76,9.28700532725,-2.06744762194e+12,-1.54506163415e+12,-8.31503374607e+11,-1.19395590527e+13,1.12260007932e+13,556.506849315,30.0,27.0,0.0
77,9.40591704718,-2.08289457883e+12,-1.55514283577e+12,-8.31979132434e+11,-1.21831290848e+13,1.14599653815e+13,563.641552511,30.0,27.0,0.0
78,9.52482876712,-2.09769236865e+12,-1.56459379413e+12,-8.32444647224e+11,-1.24277665595e+13,1.16956174126e+13,570.776255708,30.0,27.0,0.0
79,9.64374048706,-2.11235298255e+12,-1.57392615217e+12,-8.32900230901e+11,-1.26742736372e+13,1.19332477159e+13,577.910958904,30.0,27.0,0.0
80,9.762652207,-2.13289121361e+12,-1.58915436405e+12,-8.33346182572e+11,-1.29263966911e+13,1.21705885096e+13,585.0456621,30.0,27.0,0.0
81,9.88156392694,-2.1532016585e+12,-1.60417269638e+12,-8.33782789203e+11,-1.31797787912e+13,1.2409388884e+13,592.180365297,30.0,27.0,0.0
82,10.0004756469,-2.16975262844e+12,-1.61544913886e+12,-8.34210326244e+11,-1.34321380353e+13,1.26508992227e+13,599.315068493,30.0,27.0,0.0
83,10.1193873668,-2.19603125225e+12,-1.63647050713e+12,-8.3462905822e+11,-1.36932261357e+13,1.28913846868e+13,606.449771689,30.0,27.0,0.0
84,10.2382990868,-2.22204528038e+12,-1.65724424635e+12,-8.35039239278e+11,-1.39555168151e+13,1.3133311808e+13,613.584474886,30.0,27.0,0.0
85,10.3572108067,-2.24719103526e+12,-1.67716638138e+12,-8.3544111371e+11,-1.42185829346e+13,1.33768576669e+13,620.719178082,30.0,27.0,0.0
86,10.4761225266,-2.27229829048e+12,-1.69706639569e+12,-8.35834916436e+11,-1.44835394583e+13,1.3622307979e+13,627.853881279,30.0,27.0,0.0
87,10.5950342466,-2.30322986783e+12,-1.72280682808e+12,-8.36220873462e+11,-1.47540239567e+13,1.38674380021e+13,634.988584475,30.0,27.0,0.0
88,10.7139459665,-2.33353636882e+12,-1.74793800403e+12,-8.36599202309e+11,-1.50253746917e+13,1.411403589e+13,642.123287671,30.0,27.0,0.0
89,10.8328576865,-2.36169370156e+12,-1.77093556229e+12,-8.36970112419e+11,-1.52968570174e+13,1.43628915675e+13,649.257990868,30.0,27.0,0.0
90,10.9517694064,-2.39898947289e+12,-1.80308684681e+12,-8.37333805533e+11,-1.55767852113e+13,1.46110321701e+13,656.392694064,30.0,27.0,0.0
91,11.0706811263,-2.43565651841e+12,-1.83462443658e+12,-8.37690476056e+11,-1.58575256788e+13,1.48605917183e+13,663.52739726,30.0,27.0,0.0
92,11.1895928463,-2.47116092422e+12,-1.86501416714e+12,-8.3804031139e+11,-1.61387060869e+13,1.51117322311e+13,670.662100457,30.0,27.0,0.0
93,11.3085045662,-2.50949811954e+12,-1.89825122299e+12,-8.38383492257e+11,-1.6424042171e+13,1.53641744403e+13,677.796803653,30.0,27.0,0.0
