,time,Ftot,Fsum,FadvA,FadvB,Fdiffus,shorten,angle,drho,bottom
0,0.249714611872,-2.93973364564e+11,-2.84882916389e+11,-3.44951585663e+11,61222598555.4,-1153929281.71,19.0258751903,30.0,39.0,0.0
1,0.368626331811,-5.25760929313e+11,-5.06538020275e+11,-6.15724562338e+11,1.10304773157e+11,-1118231094.73,28.5388127854,30.0,39.0,0.0
2,0.48753805175,-7.372913035e+11,-7.06797075937e+11,-8.50765663864e+11,1.3877203301e+11,5196554916.8,38.0517503805,30.0,39.0,0.0
3,0.606449771689,-9.37832861452e+11,-8.95245330264e+11,-1.05357561451e+12,1.39035565593e+11,19294718652.7,47.5646879756,30.0,39.0,0.0
4,0.725361491629,-1.12636990584e+12,-1.07107994227e+12,-1.22722262148e+12,1.17841206083e+11,38301473120.0,57.0776255708,30.0,39.0,0.0
5,0.844273211568,-1.3065431934e+12,-1.23810102037e+12,-1.37454733973e+12,71123376133.0,65322943218.7,66.5905631659,30.0,39.0,0.0
6,0.963184931507,-1.4775355954e+12,-1.39561902682e+12,-1.49825208903e+12,4171183799.46,98461878403.4,76.103500761,30.0,39.0,0.0
7,1.08209665145,-1.64133971852e+12,-1.54573273985e+12,-1.60093714169e+12,-84736334158.9,1.39940736001e+11,85.6164383562,30.0,39.0,0.0
8,1.20100837139,-1.79684456411e+12,-1.68742158322e+12,-1.68512126004e+12,-1.89992367906e+11,1.87692044725e+11,95.1293759513,30.0,39.0,0.0
9,1.31992009132,-1.94541799294e+12,-1.82213158871e+12,-1.75325348791e+12,-3.1378089467e+11,2.44902793866e+11,104.642313546,30.0,39.0,0.0
10,1.43883181126,-2.0862699175e+12,-1.94914032741e+12,-1.80770955757e+12,-4.50577993918e+11,3.09147224076e+11,114.155251142,30.0,39.0,0.0
11,1.5577435312,-2.22029888931e+12,-2.06940362392e+12,-1.85076841141e+12,-6.01851116007e+11,3.83215903497e+11,123.668188737,30.0,39.0,0.0
12,1.67665525114,-2.34674815361e+12,-2.18221069673e+12,-1.88457049522e+12,-7.61892878461e+11,4.64252676953e+11,133.181126332,30.0,39.0,0.0
13,1.79556697108,-2.46602836511e+12,-2.2880058218e+12,-1.91106527311e+12,-9.32918280603e+11,5.5597773192e+11,142.694063927,30.0,39.0,0.0
14,1.91447869102,-2.57794849008e+12,-2.386618956e+12,-1.93195996759e+12,-1.10986022713e+12,6.5520123873e+11,152.207001522,30.0,39.0,0.0
15,2.03339041096,-2.68283060481e+12,-2.4783815857e+12,-1.94868282709e+12,-1.29513592063e+12,7.6543716203e+11,161.719939117,30.0,39.0,0.0
16,2.1523021309,-2.78084613481e+12,-2.56346529777e+12,-1.96237076764e+12,-1.48375275158e+12,8.82658221453e+11,171.232876712,30.0,39.0,0.0
