,time,Ftot,Fsum,FadvA,FadvB,Fadv,Fdiffus,shorten,angle,drho,bottom
0,2.5209284627092847,-13368719879.933615,-13015779728.11256,-1475324789.474396,-360904440.90310943,-2012699306.2880325,-11179550497.735056,10.036149162861491,30.0,19.0,0.0
1,2.532819634703196,-16510433558.405071,-15980081510.713713,-2211003687.147374,-506761792.82959205,-3071176541.777908,-13262316030.736748,10.083713850837139,30.0,19.0,0.0
2,2.544710806697108,-19001992556.370464,-18293758424.573627,-2945693051.949224,-647400846.611727,-4123916495.359839,-14700664526.012678,10.131278538812785,30.0,19.0,0.0
3,2.55660197869102,-21043191874.527317,-20156605839.895927,-3679393998.5579586,-785065029.1408752,-5173163343.413974,-15692146812.197092,10.178843226788432,30.0,19.0,0.0
4,2.5684931506849313,-22773069107.485806,-21707662249.007698,-4412108166.271482,-921303709.3981142,-6220467462.76622,-16374250373.3381,10.226407914764078,30.0,19.0,0.0
5,2.580384322678843,-24287440300.02533,-23042745160.582943,-5143837754.153137,-1057183299.642882,-7266896417.065525,-16841724106.786922,10.273972602739727,30.0,19.0,0.0
6,2.592275494672755,-25652168643.549793,-24227719798.068733,-5874585520.227819,-1193437438.1243005,-8313185062.727406,-17159696839.716608,10.321537290715373,30.0,19.0,0.0
7,2.6041666666666665,-26912506255.25397,-25307840858.072018,-6604354758.069498,-1330571033.5655603,-9359839542.413681,-17372915066.436954,10.36910197869102,30.0,19.0,0.0
8,2.6160578386605784,-28099552407.625084,-26314210705.28189,-7333149259.829407,-1468931852.0365827,-10407208838.4269,-17512129593.415894,10.416666666666666,30.0,19.0,0.0
9,2.6279490106544903,-29234694302.11041,-27268220103.831608,-8060973271.792854,-1608759678.457039,-11455533912.669748,-17598487153.581715,10.464231354642314,30.0,19.0,0.0
10,2.6398401826484017,-30332655276.088005,-28184596378.2554,-8787831446.488829,-1750220060.8143344,-12504981437.429396,-17646544870.952236,10.51179604261796,30.0,19.0,0.0
11,2.6517313546423136,-31403585906.900673,-29073494470.425644,-9513728793.987377,-1893427470.5363793,-13555666947.82439,-17666338205.901882,10.559360730593607,30.0,19.0,0.0
12,2.6636225266362255,-32454498282.355682,-29941931163.58528,-10238670634.11527,-2038461200.085587,-14607670735.23638,-17664799329.384426,10.606925418569254,30.0,19.0,0.0
13,2.675513698630137,-33490249741.916218,-30794768778.764988,-10962662550.576351,-2185376277.2650943,-15661048759.934824,-17646729950.923542,10.654490106544902,30.0,19.0,0.0
14,2.6874048706240488,-34514217647.4526,-31635389903.089146,-11685710347.646894,-2334210960.218279,-16715840146.093594,-17615468595.223972,10.702054794520548,30.0,19.0,0.0
15,2.6992960426179606,-35528762269.74829,-32466160236.516098,-12407820009.785856,-2484991886.170318,-17772072331.686485,-17573348340.55992,10.749619482496195,30.0,19.0,0.0
16,2.711187214611872,-36535544365.24922,-33288746131.649822,-13128997664.226559,-2637737610.047813,-18829764608.939228,-17522010857.37545,10.79718417047184,30.0,19.0,0.0
17,2.723078386605784,-37535743093.927765,-34104332477.538902,-13849249546.653864,-2792461038.062438,-19888930560.243168,-17462621892.822598,10.844748858447488,30.0,19.0,0.0
18,2.7349695585996954,-38530205582.291534,-34913772231.435104,-14568581969.824238,-2949171102.7950115,-20949579735.810898,-17396019158.81585,10.892313546423134,30.0,19.0,0.0
19,2.7468607305936072,-39519549598.81769,-35717689065.68427,-15287001295.085905,-3107873917.5477066,-22011718810.796146,-17322813853.05066,10.939878234398781,30.0,19.0,0.0
20,2.758751902587519,-40504234064.16337,-36516547851.98598,-16004513906.53043,-3268573573.132357,-23075352384.83275,-17243460372.323185,10.987442922374429,30.0,19.0,0.0
21,2.7706430745814306,-41484607493.764496,-37310703080.488976,-16721126187.8066,-3431272689.025692,-24140483536.05504,-17158304203.656672,11.035007610350076,30.0,19.0,0.0
22,2.7825342465753424,-42460941298.534225,-38100432139.25291,-17436844501.21476,-3595972795.768483,-25207114206.235275,-17067614842.269657,11.082572298325722,30.0,19.0,0.0
