,time,Ftot,Fsum,FadvA,FadvB,Fdiffus,shorten,angle,drho,bottom
0,0.368626331811,-34415058849.1,-32976740843.4,-20627473695.1,1572041482.9,-13921308631.2,10.7020547945,30.0,27.0,0.0
1,0.48753805175,-1.06525452323e+11,-99886556422.8,-85903788822.3,-3116902448.63,-10865865151.9,14.2694063927,30.0,27.0,0.0
2,0.606449771689,-1.80591899437e+11,-1.68278886103e+11,-1.46396651194e+11,-22774832141.4,892597231.982,17.8367579909,30.0,27.0,0.0
3,0.725361491629,-2.68126129583e+11,-2.4977071546e+11,-2.02423684495e+11,-40955071949.1,-6391959015.72,21.404109589,30.0,27.0,0.0
4,0.844273211568,-3.35696379733e+11,-3.11003481867e+11,-2.54255509091e+11,-55637535524.6,-1110437251.45,24.9714611872,30.0,27.0,0.0
5,0.963184931507,-3.97538442958e+11,-3.66268040153e+11,-3.02136835897e+11,-81260031176.1,17128826919.8,28.5388127854,30.0,27.0,0.0
6,1.08209665145,-4.76358528788e+11,-4.38314575717e+11,-3.46295722709e+11,-1.03727188018e+11,11708335009.0,32.1061643836,30.0,27.0,0.0
7,1.20100837139,-5.38259384305e+11,-4.9328172083e+11,-3.86947563731e+11,-1.28139439592e+11,21805282492.9,35.6735159817,30.0,27.0,0.0
8,1.31992009132,-5.93364933163e+11,-5.41323545647e+11,-4.24298115526e+11,-1.61617891977e+11,44592461855.8,39.2408675799,30.0,27.0,0.0
9,1.43883181126,-6.66605247358e+11,-6.07396258328e+11,-4.58545628715e+11,-1.90291528232e+11,41440898618.5,42.8082191781,30.0,27.0,0.0
10,1.5577435312,-7.22133791543e+11,-6.55676157914e+11,-4.8988189768e+11,-2.23882225599e+11,58087965365.4,46.3755707763,30.0,27.0,0.0
11,1.67665525114,-7.7188603177e+11,-6.98118849013e+11,-5.18493130873e+11,-2.65250397452e+11,85624679312.4,49.9429223744,30.0,27.0,0.0
12,1.79556697108,-8.40487135951e+11,-7.5936752788e+11,-5.44560586229e+11,-3.00145326197e+11,85338384545.8,53.5102739726,30.0,27.0,0.0
13,1.91447869102,-8.89812871337e+11,-8.01314123458e+11,-5.68260689329e+11,-3.41812021725e+11,1.08758587597e+11,57.0776255708,30.0,27.0,0.0
14,2.03339041096,-9.45192130316e+11,-8.49301978691e+11,-5.89764936276e+11,-3.87621027018e+11,1.28083984602e+11,60.6449771689,30.0,27.0,0.0
15,2.1523021309,-9.98036760429e+11,-8.94755864398e+11,-6.0923968634e+11,-4.30594920653e+11,1.45078742594e+11,64.2123287671,30.0,27.0,0.0
