1.000000000000000000e+04,3.000000000000000000e+02,3.281193772000000081e+03
1.500000000000000000e+04,4.106000000000000227e+02,3.274854972399999951e+03
2.000000000000000000e+04,5.212000000000000455e+02,3.268516172799999822e+03
2.500000000000000000e+04,6.317999999999999545e+02,3.262177373199999693e+03
3.000000000000000000e+04,7.424000000000000909e+02,3.255838573600000018e+03
3.500000000000000000e+04,8.530000000000000000e+02,3.249499773999999888e+03
4.000000000000000000e+04,9.636000000000000227e+02,3.243160974399999759e+03
4.500000000000000000e+04,1.074200000000000045e+03,3.236822174800000084e+03
5.000000000000000000e+04,1.184800000000000182e+03,3.230483375199999955e+03
5.500000000000000000e+04,1.295400000000000091e+03,3.224144575599999825e+03
6.000000000000000000e+04,1.406000000000000000e+03,3.217805775999999696e+03
6.500000000000000000e+04,1.516600000000000136e+03,3.211466976400000021e+03
7.000000000000000000e+04,1.627200000000000045e+03,3.205128176799999892e+03
7.500000000000000000e+04,1.629700000000000045e+03,3.224480587999999898e+03
8.000000000000000000e+04,1.632200000000000045e+03,3.231295514000000367e+03
8.500000000000000000e+04,1.634700000000000045e+03,3.238110439999999926e+03
9.000000000000000000e+04,1.637200000000000045e+03,3.244925365999999940e+03
9.500000000000000000e+04,1.639700000000000045e+03,3.251740291999999954e+03
1.000000000000000000e+05,1.642200000000000045e+03,3.258555217999999968e+03
1.050000000000000000e+05,1.644700000000000045e+03,3.265370143999999982e+03
1.100000000000000000e+05,1.647200000000000045e+03,3.272185069999999996e+03
1.150000000000000000e+05,1.649700000000000045e+03,3.278999996000000010e+03
1.200000000000000000e+05,1.652200000000000045e+03,3.285814922000000024e+03
1.250000000000000000e+05,1.654700000000000045e+03,3.292629848000000038e+03
1.300000000000000000e+05,1.657200000000000045e+03,3.299444774000000052e+03
1.350000000000000000e+05,1.659700000000000045e+03,3.306259700000000066e+03
1.400000000000000000e+05,1.662200000000000045e+03,3.313074626000000080e+03
1.450000000000000000e+05,1.664700000000000045e+03,3.319889552000000094e+03
1.500000000000000000e+05,1.667200000000000045e+03,3.326704478000000108e+03
1.550000000000000000e+05,1.669700000000000045e+03,3.333519404000000122e+03
1.600000000000000000e+05,1.672200000000000045e+03,3.340334329999999682e+03
1.650000000000000000e+05,1.674700000000000045e+03,3.347149256000000150e+03
1.700000000000000000e+05,1.677200000000000045e+03,3.353964181999999710e+03
1.750000000000000000e+05,1.679700000000000045e+03,3.360779108000000178e+03
1.800000000000000000e+05,1.682200000000000045e+03,3.367594034000000192e+03
1.850000000000000000e+05,1.684700000000000045e+03,3.374408960000000206e+03
1.900000000000000000e+05,1.687200000000000045e+03,3.381223886000000221e+03
1.950000000000000000e+05,1.689700000000000045e+03,3.388038812000000235e+03
2.000000000000000000e+05,1.692200000000000045e+03,3.394853738000000249e+03
2.050000000000000000e+05,1.694700000000000045e+03,3.401668664000000263e+03
2.100000000000000000e+05,1.697200000000000045e+03,3.408483590000000277e+03
2.150000000000000000e+05,1.699700000000000045e+03,3.415298515999999836e+03
2.200000000000000000e+05,1.702200000000000045e+03,3.422113441999999850e+03
2.250000000000000000e+05,1.704700000000000045e+03,3.428928367999999864e+03
2.300000000000000000e+05,1.707200000000000045e+03,3.435743293999999878e+03
2.350000000000000000e+05,1.709700000000000045e+03,3.442558219999999892e+03
2.400000000000000000e+05,1.712200000000000045e+03,3.449373145999999906e+03
2.450000000000000000e+05,1.714700000000000045e+03,3.456188071999999920e+03
2.500000000000000000e+05,1.717200000000000045e+03,3.463002997999999934e+03
2.550000000000000000e+05,1.719700000000000045e+03,3.469817923999999948e+03
2.600000000000000000e+05,1.722200000000000045e+03,3.476632849999999962e+03
2.650000000000000000e+05,1.724700000000000045e+03,3.483447775999999976e+03
2.700000000000000000e+05,1.727200000000000045e+03,3.490262701999999990e+03
2.750000000000000000e+05,1.729700000000000045e+03,3.497077628000000004e+03
2.800000000000000000e+05,1.732200000000000045e+03,3.503892554000000018e+03
2.850000000000000000e+05,1.734700000000000045e+03,3.510707480000000032e+03
2.900000000000000000e+05,1.737200000000000045e+03,3.517522406000000046e+03
2.950000000000000000e+05,1.739700000000000045e+03,3.524337332000000060e+03
3.000000000000000000e+05,1.742200000000000045e+03,3.531152258000000074e+03
3.050000000000000000e+05,1.744700000000000045e+03,3.537967184000000088e+03
3.100000000000000000e+05,1.747200000000000045e+03,3.544782110000000102e+03
3.150000000000000000e+05,1.749700000000000045e+03,3.551597036000000116e+03
3.200000000000000000e+05,1.752200000000000045e+03,3.558411962000000131e+03
3.250000000000000000e+05,1.754700000000000045e+03,3.565226888000000145e+03
3.300000000000000000e+05,1.757200000000000045e+03,3.572041814000000159e+03
3.350000000000000000e+05,1.759700000000000045e+03,3.578856740000000173e+03
3.400000000000000000e+05,1.762200000000000045e+03,3.585671665999999732e+03
3.450000000000000000e+05,1.764700000000000045e+03,3.592486592000000201e+03
3.500000000000000000e+05,1.767200000000000045e+03,3.599301517999999760e+03
3.550000000000000000e+05,1.769700000000000045e+03,3.606116444000000229e+03
3.600000000000000000e+05,1.772200000000000045e+03,3.612931369999999788e+03
3.650000000000000000e+05,1.774700000000000045e+03,3.619746296000000257e+03
3.700000000000000000e+05,1.777200000000000045e+03,3.626561221999999816e+03
3.750000000000000000e+05,1.779700000000000045e+03,3.633376148000000285e+03
3.800000000000000000e+05,1.782200000000000045e+03,3.640191073999999844e+03
3.850000000000000000e+05,1.784700000000000045e+03,3.647006000000000313e+03
3.900000000000000000e+05,1.787200000000000045e+03,3.653820925999999872e+03
3.950000000000000000e+05,1.789700000000000045e+03,3.660635852000000341e+03
4.000000000000000000e+05,1.792200000000000045e+03,3.667450777999999900e+03
4.050000000000000000e+05,1.794700000000000045e+03,3.674265704000000369e+03
4.100000000000000000e+05,1.797200000000000045e+03,3.681080629999999928e+03
4.150000000000000000e+05,1.799700000000000045e+03,3.687895556000000397e+03
4.200000000000000000e+05,1.802200000000000045e+03,3.694710481999999956e+03
4.250000000000000000e+05,1.804700000000000045e+03,3.701525408000000425e+03
4.300000000000000000e+05,1.807200000000000045e+03,3.708340333999999984e+03
4.350000000000000000e+05,1.809700000000000045e+03,3.715155260000000453e+03
4.400000000000000000e+05,1.812200000000000045e+03,3.721970186000000012e+03
4.450000000000000000e+05,1.814700000000000045e+03,3.728785112000000481e+03
4.500000000000000000e+05,1.817200000000000045e+03,3.735600038000000040e+03
4.550000000000000000e+05,1.819700000000000045e+03,3.742414964000000509e+03
4.600000000000000000e+05,1.822200000000000045e+03,3.749229890000000069e+03
4.650000000000000000e+05,1.824700000000000045e+03,3.756044815999999628e+03
4.700000000000000000e+05,1.827200000000000045e+03,3.762859742000000097e+03
4.750000000000000000e+05,1.829700000000000045e+03,3.769674668000000111e+03
4.800000000000000000e+05,1.832200000000000045e+03,3.776489594000000125e+03
4.850000000000000000e+05,1.834700000000000045e+03,3.783304519999999684e+03
4.900000000000000000e+05,1.837200000000000045e+03,3.790119446000000153e+03
4.950000000000000000e+05,1.839700000000000045e+03,3.796934371999999712e+03
5.000000000000000000e+05,1.842200000000000045e+03,3.803749298000000181e+03
5.050000000000000000e+05,1.844700000000000045e+03,3.810564223999999740e+03
5.100000000000000000e+05,1.847200000000000045e+03,3.817379150000000209e+03
5.150000000000000000e+05,1.849700000000000045e+03,3.824194075999999768e+03
5.200000000000000000e+05,1.852200000000000045e+03,3.831009002000000237e+03
5.250000000000000000e+05,1.854700000000000045e+03,3.837823927999999796e+03
5.300000000000000000e+05,1.857200000000000045e+03,3.844638854000000265e+03
5.350000000000000000e+05,1.859700000000000045e+03,3.851453779999999824e+03
5.400000000000000000e+05,1.862200000000000045e+03,3.858268706000000293e+03
5.450000000000000000e+05,1.864700000000000045e+03,3.865083631999999852e+03
5.500000000000000000e+05,1.867200000000000045e+03,3.871898558000000321e+03
5.550000000000000000e+05,1.869700000000000045e+03,3.878713483999999880e+03
5.600000000000000000e+05,1.872200000000000045e+03,3.885528410000000349e+03
5.650000000000000000e+05,1.874700000000000045e+03,3.892343335999999908e+03
5.700000000000000000e+05,1.877200000000000045e+03,3.899158262000000377e+03
5.750000000000000000e+05,1.879700000000000045e+03,3.905973187999999936e+03
5.800000000000000000e+05,1.882200000000000045e+03,3.912788114000000405e+03
5.850000000000000000e+05,1.884700000000000045e+03,3.919603039999999964e+03
5.900000000000000000e+05,1.887200000000000045e+03,3.926417965999999979e+03
5.950000000000000000e+05,1.889700000000000045e+03,3.933232891999999993e+03
6.000000000000000000e+05,1.892200000000000045e+03,3.940047818000000007e+03
6.050000000000000000e+05,1.894700000000000045e+03,3.946862744000000021e+03
6.100000000000000000e+05,1.897200000000000045e+03,3.953677670000000035e+03
